squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
84322,39,1,0,11,57146,10,2,2007,0,1,2794,6714,152,0,4,8437871.7
97763,85,0,1,98,93195,4,4,2004,0,1,303,8287,363,1,0,9781005.4
46899,54,1,1,13,80984,9,4,1996,0,1,3837,1456,684,1,10,4698499.6
40037,5,0,1,96,42626,9,6,1995,1,1,7930,9128,141,1,9,4012108.5
38890,19,1,1,52,56283,2,9,2001,0,0,8583,5325,297,0,7,3898194.1
26519,33,1,1,42,19068,5,1,2014,0,0,4604,4404,651,1,1,2656599.4
57066,20,0,1,39,37051,8,5,1991,0,1,2545,5737,971,0,3,5711304.1
92417,91,0,0,7,22818,3,10,2001,0,1,8642,1223,412,1,9,9242684.1
85829,23,1,1,32,96045,10,2,2005,0,1,9686,559,657,1,7,8592258.5
30821,52,0,1,27,82221,8,10,2015,0,0,5620,4492,408,0,10,3086776.5
73885,47,0,1,31,33591,8,7,2019,1,0,6657,7384,562,0,9,7393278.9
27488,63,1,0,28,83634,8,4,2004,1,1,5009,2024,718,1,3,2756731.4
74383,58,0,0,14,20734,7,5,1992,1,1,6646,9713,984,0,6,7439935.2
22212,87,1,1,74,94427,3,6,2002,0,0,9076,8573,860,0,1,2232476.2
9457,70,0,1,37,98638,1,2,2014,1,1,3606,5244,425,0,9,953108.4
982,83,0,0,96,88937,7,8,1990,0,0,224,6186,350,0,1,101341.0
13929,49,0,1,77,21872,6,7,2001,1,0,2840,2929,813,0,5,1400300.1
35967,25,1,1,60,65774,3,9,2012,0,0,1499,6939,386,0,7,3607974.2
562,95,0,1,97,43277,3,5,2003,1,0,887,1092,178,0,10,65326.3
82535,53,0,1,17,85755,1,2,1997,0,0,2712,2834,494,1,9,8256501.7
99840,13,1,0,40,20177,4,5,2002,0,0,8071,5206,701,1,4,9988738.2
50472,71,1,1,39,36794,1,10,2021,0,0,1789,9426,619,0,3,5055489.1
65029,14,0,0,70,70177,2,10,2021,0,1,3184,4371,159,0,6,6507042.1
14871,85,0,0,97,63059,10,10,2006,0,0,9782,9249,937,1,6,1491001.6
55049,8,1,0,30,56273,1,3,2005,1,0,4434,6989,468,0,7,5509865.5
94361,77,1,0,42,40853,3,10,2020,1,0,2139,3279,848,1,7,9442418.0
39272,95,0,1,79,61459,10,2,2020,0,1,3992,7916,458,1,3,3936310.0
87547,11,0,0,81,68456,1,4,2008,0,0,7269,1015,715,1,4,8756084.8
78367,30,1,1,89,40416,8,8,1995,0,0,6088,6500,319,0,3,7847930.5
43552,51,0,0,70,14069,7,5,2021,0,0,8136,590,591,1,7,4357922.1
54648,70,0,1,98,17849,7,10,1993,0,1,8803,9549,685,0,9,5478307.3
80656,29,1,1,26,27113,1,8,2012,0,1,5837,1814,127,0,4,8072208.2
81401,67,1,1,88,74462,10,4,2021,1,0,626,6681,173,0,8,8149175.1
69815,68,1,0,96,33939,9,3,2001,1,1,4764,3233,382,1,8,6994868.1
88658,94,0,1,7,7457,10,6,2015,1,0,7508,1677,535,1,7,8869471.5
33327,38,0,0,55,74600,10,9,2010,0,1,6202,4233,198,0,2,3337341.0
93256,79,1,0,62,57645,6,5,2021,0,1,4082,1202,681,1,1,9333157.1
45229,94,0,1,66,46242,3,10,2004,0,1,5560,2896,497,0,5,4531305.4
6881,69,1,1,15,76652,1,7,1996,1,0,379,3121,407,1,10,693986.6
58036,22,1,0,50,42544,8,10,2006,0,0,4616,530,509,0,1,5810570.6
28579,55,0,1,63,52889,10,9,2015,0,1,714,7242,822,1,8,2866447.5
94182,78,0,1,58,98821,6,2,2005,0,1,1660,5065,535,0,3,9426417.5
3880,24,1,1,85,10042,1,6,2013,0,0,8299,9128,246,0,6,394027.3
24376,58,0,0,56,91493,9,8,1994,1,1,8066,9556,893,1,0,2440665.4
45979,46,0,1,2,78140,10,5,2004,0,1,7620,4487,571,0,6,4600373.4
46910,80,1,1,99,32102,7,6,1994,0,0,4093,3721,890,1,8,4706368.4
70896,81,0,0,96,99194,6,6,1990,1,0,497,2114,869,0,3,7098171.0
42024,72,0,1,9,22621,5,10,2003,0,1,4645,9349,430,1,9,4205806.3
71846,42,0,0,4,63410,2,7,2019,0,0,1399,7325,291,0,4,7185293.9
67798,54,0,0,87,46628,1,4,2013,1,0,5019,8004,839,1,2,6783470.3
28053,21,1,1,22,55432,1,6,1991,1,0,9531,2546,574,1,4,2815718.1
35652,44,1,0,37,70666,8,5,2005,0,1,4910,9095,409,1,10,3569933.5
82940,29,0,0,12,86015,4,6,1998,0,1,8542,4952,837,0,2,8294731.8
27947,67,0,1,26,10917,5,5,2003,0,0,836,3313,532,0,8,2800892.3
59816,55,0,0,8,39743,10,8,2019,0,0,5919,1635,154,1,10,5982821.9
71146,77,1,1,45,93340,1,3,2007,1,1,2192,6332,458,0,3,7123165.7
96656,84,0,0,3,23527,6,2,2021,1,0,5453,7732,905,0,8,9666332.1
53097,98,1,0,77,99000,2,5,2005,0,1,428,3373,737,0,6,5315665.5
84892,59,0,0,46,1488,6,10,2007,0,1,271,6059,556,1,3,8492982.7
60861,98,1,0,65,38651,3,5,2017,0,1,1595,4799,715,0,5,6095914.7
64795,53,1,1,64,930,8,10,1996,1,1,8261,4387,304,0,7,6489157.6
9551,27,0,0,33,66242,4,1,1992,1,1,3816,4685,591,0,6,956658.2
79114,18,1,1,70,83822,10,5,2004,0,0,6519,1701,995,0,10,7923653.4
56127,65,1,1,69,70326,6,3,1991,0,0,536,7349,647,1,6,5621278.1
77283,12,0,1,3,49886,8,10,2016,1,1,5945,7524,854,1,10,7732214.6
96513,26,1,0,53,81523,10,6,1993,0,0,1306,6795,582,0,1,9657237.3
30402,63,0,0,33,18703,8,9,2012,1,0,8054,6328,984,1,4,3043179.2
83847,31,0,0,73,14048,7,3,2008,0,0,8793,7600,759,1,9,8386564.8
76712,48,0,1,10,49336,2,2,2001,1,1,3408,1120,543,0,1,7675385.1
65786,55,1,0,40,86843,4,6,1993,0,0,5005,7135,309,1,9,6581341.3
82653,31,0,1,37,23671,8,6,1992,0,0,6390,2348,480,1,3,8270829.2
54086,33,1,1,32,64018,3,4,2017,0,0,1437,271,832,1,5,5416631.7
89075,8,1,1,34,12513,1,2,2007,1,0,7392,1716,717,0,5,8916325.7
38525,88,0,0,68,45289,10,2,1998,0,0,2014,8582,982,1,8,3856259.8
72319,69,1,1,53,61094,8,9,2021,0,1,5644,4140,982,1,6,7245147.1
78117,98,1,1,84,80290,4,4,1997,0,1,1732,5314,331,1,7,7825898.7
28722,7,1,0,54,23861,9,5,1991,0,1,6224,5314,973,1,1,2881430.1
83352,88,1,1,91,4816,3,6,2010,1,0,1045,5911,841,0,8,8348414.0
75293,31,0,0,89,91810,4,3,2021,1,1,2893,6950,166,1,6,7535976.1
14809,58,0,1,28,94146,5,10,2015,1,0,5452,7379,823,0,1,1486480.5
16467,84,1,1,55,17467,7,6,2014,1,0,6574,9098,473,1,3,1659656.4
10298,1,1,1,7,26666,7,9,2011,0,0,7284,5113,557,0,7,1036741.1
68856,98,1,1,57,91700,10,6,2019,0,1,7138,4102,725,1,0,6893304.9
11877,86,0,1,9,43105,1,3,2019,1,0,14,1852,499,0,1,1189428.9
16551,19,0,0,65,87457,5,5,2017,1,0,2960,4783,900,0,4,1659456.7
94789,23,0,1,3,31768,9,9,1992,1,1,4633,7185,895,1,8,9484024.2
26644,14,0,1,13,12037,2,9,2020,0,1,2780,3558,900,1,5,2668720.0
10559,13,1,0,42,760,5,9,2001,0,1,6513,7298,720,0,5,1059700.1
43759,97,1,1,35,57796,8,1,1999,1,0,3232,4447,335,1,6,4384655.9
46301,51,1,0,48,51536,7,2,2018,1,1,8001,3841,421,1,9,4637166.8
69806,14,0,0,66,18070,3,7,2020,0,0,4158,2960,898,1,2,6986562.0
31372,70,0,1,71,45055,1,6,2000,0,0,9133,223,952,0,1,3141888.0
75350,6,0,1,64,33478,7,5,2021,0,1,2329,2609,382,1,3,7539904.1
85345,61,1,1,22,89296,5,3,1995,0,0,6755,7949,959,1,1,8541574.5
96923,94,1,0,2,90110,4,3,2008,1,1,9683,7278,392,0,4,9694422.8
14434,8,1,0,54,18973,9,7,1993,1,0,5877,5044,749,1,10,1453434.3
14608,33,0,1,88,73583,10,10,2021,0,1,5507,4311,780,0,3,1468435.1
7139,37,1,1,65,97927,9,3,1998,1,0,6636,7418,313,0,1,724579.8
99985,20,0,0,77,28887,9,5,2003,0,1,3025,6669,354,1,1,10004278.3
74490,56,1,0,14,97806,5,3,2002,0,0,197,1068,405,0,8,7454646.2
93833,4,1,1,30,8424,4,10,2003,1,1,5655,1684,453,0,8,9390420.3
1454,32,0,0,52,58784,1,3,2006,1,1,3303,5078,977,0,5,148234.6
23860,51,1,1,3,78591,6,4,2017,0,0,8995,6202,648,0,8,2394379.7
31786,9,1,0,25,33740,2,1,2009,1,0,7818,1494,567,1,0,3182233.9
57970,2,1,1,53,59184,5,6,2013,0,0,2019,7550,512,1,5,5811905.3
12066,49,0,0,41,76434,6,7,2012,0,1,3581,4275,730,1,8,1207916.2
88240,57,0,1,41,67863,6,10,1998,1,1,4460,2569,125,1,5,8830770.8
40926,15,0,0,71,70316,9,10,2009,0,0,5434,3707,335,1,4,4098433.9
35108,94,1,0,14,57068,3,5,2009,0,1,7735,7315,480,1,8,3515504.9
36858,26,0,1,54,16740,9,3,1991,0,0,902,9025,350,1,8,3691169.1
63953,67,0,1,25,70757,2,7,2004,0,1,6537,7924,638,1,4,6400710.4
15822,15,0,1,16,90599,6,3,1995,1,0,1695,711,829,1,9,1584936.5
40505,50,1,0,51,77597,4,4,2013,1,0,514,7336,173,1,10,4056422.3
70576,66,1,0,7,75420,4,7,2013,0,0,6411,6596,684,1,9,7061024.3
58619,86,1,0,61,70423,3,2,2014,1,1,7249,342,171,0,6,5867256.4
60287,25,0,1,27,47478,4,1,1996,1,1,4744,3084,228,1,5,6036180.6
17417,53,0,0,47,24075,3,5,2000,0,1,1800,958,645,1,10,1743942.0
59111,58,1,0,38,42146,7,8,1998,0,0,1977,4648,708,1,9,5919005.8
35153,86,0,0,93,64040,1,10,2004,0,0,182,6541,408,0,7,3522618.4
83934,54,1,1,31,10839,10,3,2001,0,0,555,3766,999,0,8,8400357.1
1885,81,0,0,46,91798,9,6,1994,1,0,4447,703,301,1,6,191971.4
19637,35,1,1,81,21584,7,6,2004,0,1,8255,5052,912,0,10,1975440.4
27399,78,1,0,68,95820,1,2,1994,0,1,697,682,417,1,0,2748170.4
35285,97,1,0,59,87844,2,3,2018,0,0,184,5613,209,0,7,3533836.8
31492,64,0,0,28,57281,4,5,2020,0,0,2546,1902,475,0,4,3149910.0
39477,84,0,0,22,1906,8,7,1993,1,0,2103,9193,859,0,5,3948983.3
76453,46,0,1,13,41014,10,3,2000,0,1,8106,9057,241,1,4,7652064.0
56876,8,0,1,23,58753,8,2,2020,1,0,8951,44,534,0,7,5690879.0
48736,97,1,1,89,86292,10,3,2014,0,0,167,6075,139,0,0,4885719.4
92490,34,0,0,44,83288,7,8,2015,1,1,5233,390,797,1,4,9250743.5
87668,58,0,0,56,18473,7,7,2017,1,0,9625,7161,590,1,6,8769343.7
43455,37,0,1,49,99898,6,10,2010,0,0,5289,3309,293,0,0,4353454.0
93706,50,0,0,59,5353,3,6,1999,1,1,688,9514,542,0,0,9376364.9
44436,20,0,0,9,73848,7,10,1992,0,0,5551,7874,465,0,2,4444815.2
52894,100,1,0,2,85918,4,10,2003,0,1,5114,9758,772,1,3,5293640.3
3189,56,1,0,23,33308,1,7,2001,1,0,3230,2889,971,0,8,322194.1
23043,69,0,0,55,20666,6,10,2007,0,1,9610,4996,971,0,10,2309235.7
81835,6,0,0,43,81876,9,7,2021,0,1,9513,8252,875,1,3,8187964.1
22924,38,0,0,54,22810,2,10,2016,1,1,4760,7135,120,0,5,2294397.6
72178,26,0,0,20,11575,8,6,1990,1,0,8235,4354,723,0,10,7219819.0
11931,33,1,0,14,56356,9,7,1991,0,0,3791,9715,638,1,10,1197776.1
38132,73,1,0,16,59938,6,2,1996,0,1,7592,4645,112,0,3,3818556.6
72269,72,1,1,83,66808,3,9,2018,0,0,4428,9819,924,1,0,7237251.8
70636,85,1,0,95,36186,5,8,2011,1,0,3682,9214,480,1,2,7073600.1
92698,19,1,0,28,75398,6,9,2006,0,0,6673,8726,275,1,3,9274536.6
96871,55,0,0,77,54420,5,8,1996,0,0,7309,4305,122,1,4,9690783.6
6178,4,0,1,41,36038,5,5,2019,1,1,9278,8500,763,1,10,625784.9
12683,92,1,1,7,63157,10,1,2019,1,0,1409,7849,950,0,9,1275226.9
70742,95,1,1,99,90573,4,1,1993,0,1,552,1971,261,1,2,7091010.3
89724,41,1,1,79,33629,3,4,2009,0,0,4737,4438,734,0,0,8985657.9
36095,34,1,1,32,39155,10,4,1995,1,1,9812,1245,375,1,3,3617203.5
99218,83,1,0,47,39869,6,9,1998,1,0,5633,1295,735,1,6,9925260.8
22701,51,0,1,35,70273,5,5,1999,0,0,9077,651,706,1,1,2274785.9
76918,24,0,0,27,69849,3,5,2021,0,1,4821,9985,438,1,8,7694890.1
44838,48,1,0,77,19697,3,5,2009,1,1,7048,6888,671,1,3,4491363.9
80837,82,1,0,70,11128,9,4,1993,1,0,6217,8853,285,1,1,8089906.3
51813,48,0,0,97,69044,8,5,2009,1,1,5255,4823,278,1,8,5187344.9
76647,24,1,1,51,46056,2,2,1993,1,0,9871,7235,919,0,8,7670985.3
97976,14,0,1,31,41181,8,5,2012,0,0,7987,8943,731,1,2,9805123.2
37819,91,0,0,93,88724,2,1,2020,0,0,1779,2138,822,0,4,3791037.0
58652,11,0,1,35,26195,6,7,2000,0,1,2405,6566,224,1,4,5870251.0
34668,69,1,1,12,17366,8,7,2002,0,1,3476,7549,503,1,7,3475230.2
47902,36,1,0,71,92814,8,9,2021,1,1,5234,8529,541,1,4,4803026.1
97412,27,0,1,90,10288,2,9,2002,0,0,4015,1684,726,1,2,9747182.2
32966,11,0,1,44,45631,4,6,2011,1,0,9942,9669,625,1,8,3303709.1
79604,30,0,1,4,23402,2,3,2016,1,1,9575,2906,909,0,2,7965563.6
44304,3,0,1,6,40895,8,10,1992,1,1,5065,9117,218,0,10,4433938.2
87294,92,1,0,80,86427,4,7,1992,1,1,7378,8728,575,1,2,8740010.2
49322,8,0,0,97,65885,4,3,2017,1,0,3508,2918,600,0,2,4940658.7
15426,19,1,1,41,24764,9,4,2021,0,0,5421,2063,185,1,0,1549952.1
10841,93,1,0,19,9333,9,6,2019,0,1,4556,3040,743,0,8,1087980.9
63078,38,1,1,35,74374,3,1,2005,1,0,5369,2732,769,1,2,6316522.5
66843,40,0,1,4,23115,3,4,1990,1,0,911,8815,760,0,9,6686549.0
77807,91,0,0,46,6999,3,8,2015,1,0,8242,5719,984,1,9,7781711.5
94759,28,1,1,36,34321,5,6,2016,1,0,3386,8249,925,1,9,9483975.6
76671,22,1,1,76,31159,5,6,2001,1,0,3701,784,296,1,10,7674844.1
56917,24,0,0,30,59691,8,8,1997,1,1,655,6360,173,1,8,5694889.7
87502,32,0,1,89,59722,6,9,2009,1,0,2759,8599,973,0,3,8761066.9
4398,80,0,0,32,95463,3,9,2000,1,1,3227,7842,229,0,2,442758.0
37171,56,1,0,61,75390,6,2,2004,1,0,3036,8473,329,0,2,3723277.4
97289,35,0,0,25,89779,10,6,2004,1,1,1575,7032,421,1,2,9732350.4
37312,40,0,1,9,86812,2,4,2000,1,0,8764,3060,319,1,4,3735539.0
58263,65,1,1,57,39046,9,10,2006,0,1,7942,6968,786,1,3,5840294.6
83808,55,1,1,86,30027,9,6,2002,0,1,4434,631,553,1,3,8396265.2
22387,3,1,0,24,13851,7,6,1998,0,0,6028,6297,364,1,9,2243743.8
81118,43,0,0,60,68494,1,7,1991,1,1,1639,9062,727,1,3,8114549.1
96006,26,1,1,17,31832,5,7,2003,1,1,8173,2607,541,1,10,9609774.3
29444,29,0,0,63,43866,7,6,2008,1,0,8178,898,199,1,5,2947292.8
35948,75,0,0,53,44374,3,10,2008,1,0,8724,8356,357,0,6,3596039.8
31328,54,1,1,62,63889,10,5,1993,0,0,7677,4204,109,0,5,3143977.3
41832,91,1,1,43,93072,1,7,2012,1,0,1528,4961,893,0,8,4192258.2
17085,57,1,1,94,90216,10,4,2008,1,0,466,7240,846,1,4,1724807.8
27008,9,0,1,96,46477,8,4,2013,0,0,1759,2156,665,0,7,2714052.3
77967,67,1,1,3,61777,1,7,2019,1,0,2396,2240,581,0,3,7802836.9
5431,15,1,1,13,70120,9,2,2011,0,1,9049,9409,470,1,5,548835.1
13601,76,0,1,64,8319,6,10,2007,1,0,9049,8693,978,1,8,1371932.7
66612,83,0,1,9,15197,10,8,2002,1,1,8084,9278,847,1,7,6664920.2
4502,94,0,1,90,92912,8,6,2002,0,1,6372,8791,977,1,0,462779.2
23478,80,1,0,5,51544,8,2,2019,1,0,5728,2902,263,1,6,2351874.9
62330,29,1,1,50,5529,10,3,2007,0,0,7395,647,931,1,8,6242179.7
70519,25,1,1,79,15574,8,4,1994,0,1,5346,6149,423,1,8,7063851.4
6948,10,0,1,18,30836,10,7,1997,0,1,7781,4076,489,0,0,698524.7
26580,48,1,0,53,8099,6,7,1997,1,0,7512,3276,403,1,0,2666936.7
66504,72,1,1,35,15252,4,1,1998,0,1,9511,5111,336,0,2,6661493.8
8978,57,1,1,16,77263,3,3,1990,0,0,4408,3138,826,0,5,905148.0
53396,77,1,0,42,66177,8,3,1990,1,1,4830,3740,199,1,7,5344746.0
26089,2,0,0,60,75957,6,3,1999,1,1,6541,2412,616,0,7,2615439.9
29323,58,1,1,7,10925,6,8,2000,0,1,4994,8783,846,0,8,2938369.0
45179,14,0,0,10,58110,8,8,2015,0,0,6509,4737,559,1,7,4519301.5
20040,16,0,1,94,27517,6,3,2019,0,1,989,5169,105,1,1,2015414.9
37781,12,0,0,31,85968,6,9,2010,1,1,9571,376,472,0,4,3781636.0
67135,30,1,0,64,32695,3,8,2020,1,1,2579,3894,828,1,2,6723196.0
14243,85,0,1,90,39289,9,8,2016,1,1,8832,3919,148,0,2,1430473.6
53434,70,0,0,90,47639,8,2,2019,0,1,7719,1508,354,1,5,5346181.9
20683,36,0,1,96,11479,4,2,1995,1,1,528,6421,576,1,8,2076684.5
26389,85,0,1,39,78917,10,10,1993,1,0,4738,4543,904,1,9,2646987.3
1220,83,1,1,37,24224,7,7,2004,1,1,2133,2781,852,0,7,134474.4
41702,75,0,0,6,12902,4,6,2014,1,1,8785,8869,873,0,1,4171457.4
24478,79,0,0,87,5228,6,9,2004,0,1,5059,5145,255,0,0,2449805.4
13388,87,1,1,69,61256,1,8,2003,0,0,2572,3787,553,0,9,1346253.3
51393,99,1,1,68,23582,3,7,2004,1,1,8696,5199,736,1,8,5153610.4
89157,46,0,0,42,34482,3,6,2009,0,1,3510,781,290,1,4,8920282.9
74954,6,0,0,8,20596,3,5,1991,1,1,2313,9058,809,1,2,7496261.1
14344,86,1,1,73,32160,5,7,1993,1,0,6964,880,485,0,3,1446006.3
27488,91,0,1,36,82069,4,5,2008,0,1,304,5907,941,0,2,2755953.8
45859,4,0,1,69,30467,7,2,2008,0,1,3926,3239,362,0,9,4595196.8
85474,25,1,0,37,24896,6,7,2018,0,1,204,2624,639,0,6,8552671.8
9463,60,1,0,80,89885,8,4,2001,0,1,6221,1882,953,1,0,956197.1
64000,54,0,1,85,3264,7,6,2012,1,0,9149,8764,389,0,3,6407878.2
35249,56,0,1,20,98833,1,8,2012,1,0,4551,4762,712,1,5,3529536.2
41602,37,0,0,14,46561,7,3,1999,1,1,4849,4335,219,0,3,4161555.9
50293,82,1,0,99,29781,5,6,1994,1,0,847,2929,166,1,1,5038042.4
57415,21,1,1,43,87484,4,3,2020,1,1,7766,2974,260,1,0,5752367.0
3237,82,1,0,99,56257,4,9,2008,0,1,7466,8347,202,0,10,333538.8
50974,80,0,0,39,86068,3,1,1993,0,1,5557,3422,947,1,10,5100640.3
56420,54,1,0,51,48264,3,3,2001,0,1,6436,7741,324,0,8,5646520.1
3996,65,0,0,37,80458,5,4,1999,0,0,3247,3166,101,1,0,402010.9
68365,96,0,1,79,31033,5,7,1990,1,1,8246,4070,636,1,6,6846772.0
66683,19,1,1,6,50801,6,2,2001,0,0,7473,796,237,1,3,6677649.1
28659,58,0,1,21,78609,6,2,1993,0,1,4774,861,301,1,10,2869081.3
30588,71,1,0,73,18782,4,9,1998,0,1,9841,8345,457,0,2,3064993.8
79875,33,0,1,15,81031,6,10,1996,0,0,4247,9855,458,0,4,7993442.6
71673,98,0,1,28,15094,9,5,2012,1,1,608,9691,275,1,10,7172397.2
51130,95,1,0,87,50655,9,6,1994,0,0,4977,1669,682,0,3,5125465.4
37852,1,0,1,77,92714,1,4,2009,0,0,846,3972,419,0,3,3790538.9
1189,80,1,0,12,31767,2,8,2002,1,0,9607,9203,966,0,3,123054.2
67917,5,0,1,97,63722,1,3,1995,1,0,9895,4313,955,1,0,6801741.5
6396,71,0,0,40,28917,6,6,2005,1,0,413,3302,682,0,9,643620.5
43815,56,0,1,99,26014,9,3,1995,1,1,4522,3360,488,1,0,4387387.5
63681,29,0,1,16,59896,6,7,2005,0,0,1778,6912,520,0,3,6373356.5
40509,97,0,0,16,93542,8,8,1994,1,1,31,7473,611,1,7,4052267.4
4368,85,0,1,29,46782,9,8,2021,1,0,4055,1482,713,1,6,443641.1
81440,29,1,0,50,53000,8,10,2011,1,0,530,7022,715,1,0,8150830.1
85405,63,1,1,94,84620,9,5,2005,1,1,5073,2349,443,1,8,8555783.5
28700,7,1,0,18,90688,5,8,2005,0,1,5230,4116,843,1,1,2873058.5
89872,49,1,1,2,7336,10,9,2007,1,0,6772,4912,424,0,4,8994332.7
5289,22,1,0,41,66604,6,5,2016,0,1,3804,6242,800,1,3,533700.6
69364,24,1,1,2,44116,4,1,1992,0,1,9897,8681,154,0,9,6943393.2
7392,45,1,0,52,7310,1,6,1997,0,0,4996,8443,767,0,3,745873.7
41050,6,0,1,87,10831,2,1,2015,0,1,4162,1768,756,0,6,4117975.5
86607,50,0,0,4,52557,2,6,2008,1,1,4425,2605,125,0,8,8661568.8
48919,26,0,0,48,22072,6,7,2006,1,0,6295,5247,502,1,1,4896296.6
80249,52,1,0,43,65461,5,3,2008,1,1,1972,4336,695,0,1,8034277.8
89086,4,0,0,16,63299,8,10,2019,1,0,2269,2972,885,1,9,8909993.9
57859,74,1,1,52,25568,8,8,1995,1,0,7881,8141,711,1,1,5796496.5
12604,90,1,0,86,56719,9,9,2018,0,1,3366,8537,909,0,2,1267881.8
93064,39,1,0,54,51077,7,1,1994,0,0,9751,2573,705,1,4,9312597.4
25275,61,1,1,4,77195,10,4,2021,0,1,8279,9423,271,0,9,2531559.1
68565,89,0,1,21,308,4,2,1996,1,1,9995,6951,708,0,6,6862474.6
8609,35,1,1,55,95199,9,5,2012,0,0,351,7554,482,1,4,867508.2
36871,80,0,1,71,83409,2,4,2005,1,1,7399,3115,507,1,0,3692818.5
92629,62,0,0,15,79904,8,8,2003,0,0,5983,1667,618,1,3,9263965.3
55888,81,1,0,82,69050,5,8,2011,0,1,3338,2779,583,1,6,5594957.1
13138,3,1,0,25,78252,1,3,2009,1,1,3239,4333,423,1,8,1319407.9
27632,62,0,1,88,62167,8,10,1991,1,0,480,937,279,0,10,2767841.1
26886,88,0,1,10,48679,8,6,1991,0,0,8380,660,850,1,0,2692355.1
34666,75,1,1,14,28826,5,2,2002,1,1,9405,9154,186,1,6,3477313.2
22290,58,0,1,67,98345,3,4,2010,1,1,5223,9932,186,1,9,2237880.0
10197,54,1,0,16,21179,5,6,2010,0,0,661,3989,896,0,1,1025552.0
99636,89,1,0,30,85552,6,5,1990,0,1,6629,2976,854,1,3,9969033.0
12480,2,1,0,55,77588,5,1,2015,1,1,3084,7686,578,0,5,1251446.5
70806,79,0,1,62,84562,6,10,2011,1,1,7008,7774,310,0,1,7089274.1
76658,24,1,1,7,10408,7,8,2020,1,1,9433,6604,286,1,3,7674076.0
92238,44,1,1,63,66384,8,1,1998,0,0,3227,8131,718,1,1,9237221.8
88410,87,1,1,89,86851,4,5,2014,1,1,3973,6789,468,0,6,8851564.4
29710,96,1,0,67,33509,7,8,2015,0,1,9951,4716,1000,1,2,2978583.5
96184,46,0,0,1,29645,1,5,2005,1,0,3961,5310,986,0,7,9618863.5
82838,72,1,0,37,34643,4,7,1991,0,0,6966,4555,552,1,8,8291462.1
61140,96,0,1,56,57315,7,8,1998,1,1,4298,3827,358,0,8,6120785.8
14386,43,1,1,87,95013,9,1,2007,0,1,3837,3081,127,1,10,1448793.7
78806,85,1,0,38,57449,7,6,2001,0,1,1527,2131,902,0,0,7886035.1
98450,23,0,0,33,73903,3,9,1999,1,1,6424,1754,984,0,9,9848719.9
95546,26,1,1,65,46948,4,2,2005,1,1,6223,7533,334,1,8,9565439.5
68535,72,0,1,34,8380,4,7,1991,0,0,9945,610,494,1,7,6857533.1
10450,15,1,1,47,48653,7,8,2009,0,0,5418,7566,307,1,10,1056116.9
95404,10,0,1,8,67144,1,10,2009,1,0,7142,8615,690,1,3,9544786.9
59501,23,0,0,72,20054,9,6,2011,1,0,1220,5162,341,0,3,5956711.1
64602,77,1,0,65,23521,5,5,1996,0,1,2656,2980,434,1,6,6467513.6
38300,27,0,0,8,61055,1,5,2005,1,1,2464,1357,463,1,10,3831178.5
33717,6,1,0,8,89757,10,2,2000,1,0,1859,4641,425,0,6,3377117.0
95012,50,1,0,57,72198,6,1,2009,1,1,1933,4452,558,0,6,9505478.9
50792,60,0,1,74,34603,9,5,2021,0,1,9192,6411,451,1,8,5089100.1
18208,8,0,1,62,26485,4,1,2019,1,0,642,5290,123,0,0,1828906.9
30217,36,1,1,73,1618,6,5,2014,1,0,5031,1199,498,1,1,3033408.4
30312,65,1,0,78,33287,9,6,1996,1,0,2308,7856,930,1,2,3038342.6
95464,28,1,0,88,91646,3,7,2010,1,1,5369,3335,293,1,8,9552982.0
38511,71,0,0,27,72402,5,3,2005,1,0,9764,768,123,0,3,3852614.5
62646,36,1,1,43,69758,8,2,2005,0,0,1710,3049,784,0,8,6273246.5
24180,68,1,0,93,72780,7,7,1991,1,0,1857,4612,463,0,8,2425595.1
14610,91,1,1,62,95536,9,10,1999,0,1,8805,3156,726,1,6,1469296.9
93509,28,1,1,62,48468,6,2,1992,1,1,72,9223,731,1,6,9361261.2
53104,91,1,0,4,42256,9,2,2016,1,1,4450,7198,664,0,9,5314198.6
10484,38,0,0,43,170,7,10,2016,1,1,3872,1255,799,1,7,1051974.6
34967,30,1,0,49,73909,1,4,2009,1,0,8103,4297,418,0,1,3501658.9
64101,68,1,1,27,12026,4,6,2013,1,0,782,2046,552,1,10,6415461.3
40806,34,1,1,71,30320,9,7,2014,0,1,6778,779,716,1,7,4089457.4
50678,76,0,0,32,93121,3,1,1992,1,1,6423,8856,569,1,8,5071621.2
99431,12,0,1,44,13699,10,7,1991,0,0,3561,9915,298,0,5,9946390.1
9155,41,1,1,67,97714,6,1,1994,1,1,4976,5724,471,0,0,922517.4
80746,36,0,0,19,13184,6,3,2003,1,1,7670,1538,892,1,7,8077153.3
449,31,0,0,59,56485,6,2,2011,1,1,5930,2141,132,0,10,50344.1
80039,64,0,0,39,32244,10,4,1990,0,0,7828,1720,700,1,1,8008148.0
94486,55,0,0,91,82399,5,5,1992,0,1,8821,4737,526,1,7,9455619.2
98712,28,1,1,79,72034,9,3,2012,1,1,4712,1946,553,1,7,9881657.2
78789,30,1,0,52,94853,4,5,2017,0,1,5808,1954,198,0,6,7885033.7
